,Genre,ID,popularity,is_exp,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
178,rnb,4pdLZsxq0y5oJDb6Cxlokw,68,True,You Got Me,The Roots,0.725,0.464,11,-9.2,0,0.272,0.17,0.0,0.173,0.689,80.996,4
179,rnb,45XhKYRRkyeqoW3teSOkCM,71,True,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,0.613,0.681,8,-3.089,1,0.0778,0.0287,0.0,0.126,0.619,97.621,4
180,rnb,3O8NlPh2LByMU9lSRSHedm,76,True,Controlla,Drake,0.545,0.478,10,-11.066,0,0.287,0.0873,0.0,0.114,0.317,92.326,4
181,rnb,66kQ7wr4d2LwwSjr7HXcyr,71,True,All The Stars (with SZA),Kendrick Lamar,0.7,0.615,8,-5.387,1,0.0619,0.0284,0.0133,0.0843,0.449,96.84,4
182,rnb,3oCJJksC12uFxkt3RQ7rbV,71,True,The Light,Jeremih,0.83,0.577,4,-5.156,0,0.256,0.0178,8.15e-05,0.0436,0.63,92.973,4
183,rnb,4squZv12LD9M8ooJfoVgZS,68,False,Boo'd Up,Ella Mai,0.397,0.843,10,-3.726,0,0.0987,0.158,0.0,0.0844,0.22,81.201,4
184,rnb,2Gyc6e2cLxA5hoX1NOvYnU,73,True,Say It,Tory Lanez,0.546,0.529,11,-10.511,0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,4
185,rnb,1Tt4sE4pXi57mTD1GCzsqm,73,True,Needed Me,Rihanna,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,4
186,rnb,2Q0JkTzFXrU2BbnQT7tzIR,66,False,A No No,Mariah Carey,0.769,0.718,2,-5.504,1,0.164,0.136,0.0,0.0746,0.705,89.994,4
187,rnb,5ctk3VJoHoURSiwkCJn2bf,61,True,How Many Drinks?,Miguel,0.379,0.608,0,-7.011,0,0.134,0.00311,0.000614,0.248,0.241,81.822,4
